"Gene_name","Size","nes","TF_Pval","TF_Pval_fdr","TF_logFC","NR_TF_activity","R_TF_activity","delta_TF_activity","logFC_expression","P.Value_expression","P.Value_promoter_methylation","NR_Promoter_Methylation","R_Promoter_Methylation","delta_promoter_methylation","nb_enhancer_hyper","nb_enhancer_hypo","nb_enhancer_unchanged","total_enhancers","Nb_enhancers_changed"
"AC003986.7",0,0,1,1,0,0,0,0,0,1,0.0019622195093607,0.15308726389552,0.100526653421691,0.0525606104738293,1,0,2,3,1
"AC003991.3",0,0,1,1,0,0,0,0,0,1,0.207170480427683,0.302365882373473,0.29777034904044,0.00459553333303336,0,0,1,1,0
"AC004016.1",0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,7,8,1
"AC004017.1",0,0,1,1,0,0,0,0,0,1,0.385087920910704,0.922240101038983,0.929796147163367,-0.00755604612438399,0,0,0,0,0
"AC004041.2",0,0,1,1,0,0,0,0,0,1,0.0349134615801273,0.687257973273334,0.634882196378606,0.0523757768947285,0,0,3,3,0
"AC004053.1",0,0,1,1,0,0,0,0,0,1,0.0395797689759719,0.0890863917388175,0.064613678920507,0.0244727128183105,0,0,1,1,0
"AC004054.1",0,0,1,1,0,0,0,0,0,1,0.644223924534915,0.551951045475383,0.578723260871896,-0.0267722153965133,0,0,2,2,0
"AC004066.3",0,0,1,1,0,0,0,0,0,1,0.472504560894537,0.674382310277763,0.697964132387036,-0.023581822109273,0,0,0,0,0
"AC004069.1",0,0,1,1,0,0,0,0,0,1,0.206255170662636,0.927910798817157,0.944261787039092,-0.0163509882219355,2,0,21,23,2
"AC004076.7",0,0,1,1,0,0,0,0,0,1,0.086462247209576,0.232496812684306,0.219172959409469,0.0133238532748375,0,0,3,3,0
"AC004076.9",0,0,1,1,0,0,0,0,0,1,0.599140364121859,0.469078715639218,0.472718287423381,-0.0036395717841628,0,0,7,7,0
"AC004160.4",0,0,1,1,0,0,0,0,0,1,0.574308722289734,0.897501289324806,0.887289664799959,0.0102116245248465,0,1,3,4,1
"AC004221.2",0,0,1,1,0,0,0,0,0,1,0.019321155164474,0.304234531830111,0.275760627041704,0.028473904788407,0,0,11,11,0
"AC004231.2",0,0,1,1,0,0,0,0,0,1,0.0901860420188981,0.820489962464798,0.889809187996883,-0.0693192255320844,0,2,27,29,2
"AC004237.1",0,0,1,1,0,0,0,0,0,1,0.483593999908425,0.867732351464858,0.896791854683676,-0.0290595032188186,0,0,0,0,0
"AC004381.6",0,0,1,1,0,0,0,0,0,1,0.187431109561099,0.204135750381123,0.168858502006763,0.0352772483743597,1,1,5,7,2
"AC004449.6",0,0,1,1,0,0,0,0,0,1,0.035068394144504,0.244215258949796,0.224051571635294,0.0201636873145018,0,0,0,0,0
"AC004458.1",0,0,1,1,0,0,0,0,0,1,0.38436914589564,0.912023594071616,0.929660030686438,-0.0176364366148212,4,0,5,9,4
"AC004471.10",0,0,1,1,0,0,0,0,0,1,0.473513500156627,0.556070505849918,0.545308632812801,0.0107618730371167,0,0,2,2,0
"AC004471.9",0,0,1,1,0,0,0,0,0,1,0.473513500156627,0.556070505849918,0.545308632812801,0.0107618730371167,0,0,2,2,0
"AC004485.3",0,0,1,1,0,0,0,0,0,1,0.161213518983189,0.629764672485238,0.676275171777495,-0.0465104992922573,0,0,1,1,0
"AC004492.1",0,0,1,1,0,0,0,0,0,1,0.905598449494776,0.949467231964055,0.950132266044932,-0.000665034080877258,0,0,1,1,0
"AC004528.1",0,0,1,1,0,0,0,0,0,1,0.199948405573257,0.740387085814089,0.724308887671644,0.0160781981424448,0,0,3,3,0
"AC004528.4",0,0,1,1,0,0,0,0,0,1,0.199948405573257,0.740387085814089,0.724308887671644,0.0160781981424448,0,0,3,3,0
"AC004540.4",0,0,1,1,0,0,0,0,0,1,0.221201866290974,0.167807400699039,0.159882403950261,0.00792499674877775,4,0,17,21,4
"AC004549.6",0,0,1,1,0,0,0,0,0,1,0.788380401269977,0.219660788147258,0.221514721387758,-0.00185393324049959,1,0,3,4,1
"AC004593.3",0,0,1,1,0,0,0,0,0,1,0.886717956656571,0.907563336027421,0.910515526913501,-0.00295219088608023,1,0,6,7,1
"AC004691.5",0,0,1,1,0,0,0,0,0,1,0.849942475242229,0.82578705454996,0.821267456464715,0.00451959808524494,1,3,10,14,4
"AC004692.4",0,0,1,1,0,0,0,0,0,1,0.641885259323008,0.766429371600874,0.754875654553372,0.0115537170475019,0,0,7,7,0
"AC004706.1",0,0,1,1,0,0,0,0,0,1,0.868198801820614,0.240040901782993,0.237431701199487,0.00260920058350689,2,0,9,11,2
"AC004745.1",0,0,1,1,0,0,0,0,0,1,0.795159645917654,0.842341249580957,0.845611455758678,-0.00327020617772067,0,0,0,0,0
"AC004771.1",0,0,1,1,0,0,0,0,0,1,0.048623230855354,0.40542854066899,0.379588509349383,0.025840031319607,1,0,3,4,1
"AC004837.4",0,0,1,1,0,0,0,0,0,1,0.690333835313481,0.866722501770495,0.871236977997281,-0.00451447622678647,1,0,3,4,1
"AC004837.5",0,0,1,1,0,0,0,0,0,1,0.765950024492756,0.881925059172851,0.890110931770618,-0.00818587259776715,0,0,0,0,0
"AC004840.8",0,0,1,1,0,0,0,0,0,1,0.608261449672664,0.593827837850795,0.589377522464255,0.00445031538653995,0,0,10,10,0
"AC004854.4",0,0,1,1,0,0,0,0,0,1,0.0952545893334006,0.194219926893112,0.169581301650637,0.0246386252424755,3,1,24,28,4
"AC004862.6",0,0,1,1,0,0,0,0,0,1,0.588103594940409,0.895321448594798,0.889744599882301,0.00557684871249686,0,0,1,1,0
"AC004893.11",0,0,1,1,0,0,0,0,0,1,0.705542079913058,0.93655889055151,0.938726920671023,-0.00216803011951228,1,0,20,21,1
"AC004906.3",0,0,1,1,0,0,0,0,0,1,0.180107797007343,0.925269673246357,0.911636949615563,0.0136327236307948,0,1,8,9,1
"AC004917.1",0,0,1,1,0,0,0,0,0,1,0.53861382089528,0.428406432457941,0.423016730597394,0.00538970186054705,0,0,17,17,0
"AC004941.3",0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0
"AC004969.1",0,0,1,1,0,0,0,0,0,1,0.012684369308113,0.730131614891727,0.859803587976803,-0.129671973085077,0,0,1,1,0
"AC004988.1",0,0,1,1,0,0,0,0,0,1,0.241999080972379,0.660578865517994,0.673562075673254,-0.0129832101552598,0,0,8,8,0
"AC005003.1",0,0,1,1,0,0,0,0,0,1,0.0517502279059635,0.100009725445841,0.082083167108862,0.0179265583369786,0,0,2,2,0
"AC005008.2",0,0,1,1,0,0,0,0,0,1,0.0480839998117844,0.850686069959611,0.890216308975978,-0.0395302390163668,0,0,1,1,0
"AC005027.3",0,0,1,1,0,0,0,0,0,1,0.143628651916354,0.57331172354685,0.553038831082069,0.0202728924647813,1,0,8,9,1
"AC005037.1",0,0,1,1,0,0,0,0,0,1,0.607085382778414,0.857800264479332,0.850012688083942,0.00778757639539029,2,1,8,11,3
"AC005037.2",0,0,1,1,0,0,0,0,0,1,0.607085382778414,0.857800264479332,0.850012688083942,0.00778757639539029,2,1,8,11,3
"AC005037.3",0,0,1,1,0,0,0,0,0,1,0.0788079321637194,0.312679115430986,0.292870548055133,0.0198085673758525,3,0,15,18,3
"AC005041.17",0,0,1,1,0,0,0,0,0,1,0.000157579203867847,0.382618908290071,0.235518023887267,0.147100884402804,0,0,2,2,0
"AC005042.4",0,0,1,1,0,0,0,0,0,1,0.579845594440762,0.830322240963982,0.84448586379712,-0.0141636228331373,1,0,12,13,1
"AC005048.1",0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,6,6,0
"AC005062.2",0,0,1,1,0,0,0,0,0,1,0.520762372200118,0.825878024865901,0.837861649181774,-0.0119836243158736,0,0,3,3,0
"AC005071.1",0,0,1,1,0,0,0,0,0,1,0.4754436337432,0.585395738209946,0.615678984320462,-0.0302832461105166,0,0,2,2,0
"AC005076.5",0,0,1,1,0,0,0,0,0,1,0.0394869792175706,0.0545952484035237,0.0487959993596702,0.0057992490438535,1,1,15,17,2
"AC005082.1",0,0,1,1,0,0,0,0,0,1,0.11526109598415,0.922707929828949,0.947599735087445,-0.0248918052584952,0,0,1,1,0
"AC005083.1",0,0,1,1,0,0,0,0,0,1,0.649435202319753,0.381425478026769,0.40552552233293,-0.0241000443061607,0,1,19,20,1
"AC005104.3",0,0,1,1,0,0,0,0,0,1,0.0475362891241964,0.570501388804379,0.537534872697245,0.0329665161071333,0,0,1,1,0
"AC005154.6",0,0,1,1,0,0,0,0,0,1,0.00430943109278289,0.263309586781065,0.219916061608035,0.0433935251730306,0,0,9,9,0
"AC005162.4",0,0,1,1,0,0,0,0,0,1,0.0876349168578732,0.838696719281337,0.87992220920438,-0.0412254899230429,1,0,5,6,1
"AC005162.5",0,0,1,1,0,0,0,0,0,1,0.39208137244971,0.550682162546582,0.53606183680551,0.0146203257410714,0,0,1,1,0
"AC005215.1",0,0,1,1,0,0,0,0,0,1,0.244691956868596,0.746401561655835,0.782000182523209,-0.0355986208673743,2,0,19,21,2
"AC005220.3",0,0,1,1,0,0,0,0,0,1,0.0694856419244522,0.515309204691062,0.496240849519221,0.0190683551718411,4,0,43,47,4
"AC005224.2",0,0,1,1,0,0,0,0,0,1,0.0534972477135943,0.853138627780972,0.811517779927712,0.0416208478532596,0,0,7,7,0
"AC005237.4",0,0,1,1,0,0,0,0,0,1,0.865450394408304,0.75021347011646,0.745234063346223,0.00497940677023689,0,0,0,0,0
"AC005253.2",0,0,1,1,0,0,0,0,0,1,0.0186922546683954,0.218514117633205,0.203078407396482,0.0154357102367229,1,0,2,3,1
"AC005253.4",0,0,1,1,0,0,0,0,0,1,0.0150197007007909,0.272690207188418,0.248897698382271,0.0237925088061465,1,0,2,3,1
"AC005262.4",0,0,1,1,0,0,0,0,0,1,0.139723677583087,0.357954879159262,0.340667198686848,0.0172876804724137,1,0,1,2,1
"AC005281.2",0,0,1,1,0,0,0,0,0,1,0.0167172717958902,0.365372535038635,0.296984187311784,0.0683883477268517,0,0,3,3,0
"AC005284.1",0,0,1,1,0,0,0,0,0,1,0.677221148501172,0.825951177805502,0.853575733457474,-0.0276245556519724,0,0,0,0,0
"AC005329.7",0,0,1,1,0,0,0,0,0,1,0.983758889755669,0.621584868495106,0.621765871775888,-0.000181003280782299,0,0,0,0,0
"AC005358.3",0,0,1,1,0,0,0,0,0,1,0.0773648750920338,0.512970974205039,0.569821162547959,-0.0568501883429198,0,0,0,0,0
"AC005363.9",0,0,1,1,0,0,0,0,0,1,0.693908260880625,0.10264322584009,0.0988957966189242,0.00374742922116592,0,1,4,5,1
"AC005370.1",0,0,1,1,0,0,0,0,0,1,0.643509315169054,0.498374096702445,0.518263543258705,-0.0198894465562607,1,0,8,9,1
"AC005477.1",0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0
"AC005481.5",0,0,1,1,0,0,0,0,0,1,0.789158623076604,0.793911247427005,0.800422513737663,-0.00651126631065757,0,0,3,3,0
"AC005493.1",0,0,1,1,0,0,0,0,0,1,0.692536755061883,0.627574054495425,0.638642407655636,-0.0110683531602117,0,0,1,1,0
"AC005498.3",0,0,1,1,0,0,0,0,0,1,0.034812312549641,0.220755080207613,0.187416793938332,0.0333382862692805,0,0,1,1,0
"AC005498.4",0,0,1,1,0,0,0,0,0,1,0.034812312549641,0.220755080207613,0.187416793938332,0.0333382862692805,0,0,1,1,0
"AC005513.1",0,0,1,1,0,0,0,0,0,1,0.33016029087805,0.770343880390789,0.706622400691889,0.0637214796989004,0,0,1,1,0
"AC005522.6",0,0,1,1,0,0,0,0,0,1,0.032429373570592,0.17108583307396,0.157745200932513,0.0133406321414475,0,0,0,0,0
"AC005523.2",0,0,1,1,0,0,0,0,0,1,0.285467407938439,0.256957249744344,0.2433520067676,0.0136052429767439,0,0,2,2,0
"AC005523.3",0,0,1,1,0,0,0,0,0,1,0.285467407938439,0.256957249744344,0.2433520067676,0.0136052429767439,0,0,2,2,0
"AC005534.8",0,0,1,1,0,0,0,0,0,1,0.961832576385424,0.879724078508264,0.880385376663481,-0.000661298155217205,1,0,0,1,1
"AC005538.5",0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0
"AC005540.3",0,0,1,1,0,0,0,0,0,1,0.101821107613646,0.0483278688986199,0.0381255612807182,0.0102023076179017,0,0,0,0,0
"AC005544.1",0,0,1,1,0,0,0,0,0,1,0.0728943681314773,0.728025186987373,0.783609143842397,-0.0555839568550237,0,0,1,1,0
"AC005546.2",0,0,1,1,0,0,0,0,0,1,0.0620037598967959,0.432264792974624,0.412474491196097,0.0197903017785268,1,1,7,9,2
"AC005549.3",0,0,1,1,0,0,0,0,0,1,0.0578275013889496,0.270015853110127,0.199099358245413,0.0709164948647136,0,0,7,7,0
"AC005550.3",0,0,1,1,0,0,0,0,0,1,0.996840360082971,0.857240330483423,0.857311029000912,-7.06985174896424e-05,0,0,5,5,0
"AC005550.4",0,0,1,1,0,0,0,0,0,1,0.0447755522717394,0.275962938972008,0.194485269739114,0.0814776692328943,0,0,4,4,0
"AC005550.5",0,0,1,1,0,0,0,0,0,1,0.0447755522717394,0.275962938972008,0.194485269739114,0.0814776692328943,0,0,4,4,0
"AC005592.2",0,0,1,1,0,0,0,0,0,1,0.00044916088079596,0.15065856467764,0.10850951288747,0.0421490517901703,1,0,21,22,1
"AC005594.3",0,0,1,1,0,0,0,0,0,1,0.227458398039911,0.89560239402653,0.881641789780088,0.0139606042464422,0,0,0,0,0
"AC005606.1",0,0,1,1,0,0,0,0,0,1,0.0868626838646001,0.325384977513471,0.304108320969213,0.021276656544258,0,0,0,0,0
"AC005606.14",0,0,1,1,0,0,0,0,0,1,0.00778916192437239,0.468811725952036,0.431471741061337,0.0373399848906985,0,1,4,5,1
"AC005606.15",0,0,1,1,0,0,0,0,0,1,0.00477269967033962,0.552702842963272,0.50596732639824,0.0467355165650317,0,1,4,5,1
"AC005609.1",0,0,1,1,0,0,0,0,0,1,0.640115471442808,0.539218338579451,0.528162539307293,0.0110557992721582,2,0,15,17,2
"AC005614.3",0,0,1,1,0,0,0,0,0,1,0.0464787122538952,0.0310754004198166,0.0282115284626816,0.00286387195713494,0,0,0,0,0
"AC005614.5",0,0,1,1,0,0,0,0,0,1,0.0464787122538952,0.0310754004198166,0.0282115284626816,0.00286387195713494,0,0,0,0,0
"AC005618.1",0,0,1,1,0,0,0,0,0,1,0.397658198047196,0.0710439640920588,0.0538023868859452,0.0172415772061136,1,0,8,9,1
"AC005624.2",0,0,1,1,0,0,0,0,0,1,0.00131156201673621,0.35899612271587,0.325764467912454,0.0332316548034153,0,0,1,1,0
"AC005682.5",0,0,1,1,0,0,0,0,0,1,0.729611481833219,0.705260393545537,0.695824323094569,0.00943607045096806,0,1,13,14,1
"AC005703.2",0,0,1,1,0,0,0,0,0,1,0.86475266240934,0.400524648919191,0.397478754849769,0.00304589406942174,0,0,12,12,0
"AC005703.3",0,0,1,1,0,0,0,0,0,1,0.86475266240934,0.400524648919191,0.397478754849769,0.00304589406942174,0,0,12,12,0
"AC005725.1",0,0,1,1,0,0,0,0,0,1,0.518225750532946,0.37839839269515,0.395021007121137,-0.016622614425987,0,0,0,0,0
"AC005740.5",0,0,1,1,0,0,0,0,0,1,0.564796134455083,0.9458606446669,0.950206594074343,-0.00434594940744271,1,0,6,7,1
"AC005754.7",0,0,1,1,0,0,0,0,0,1,0.0166776960388008,0.501797824591739,0.440263679907212,0.0615341446845266,1,0,12,13,1
"AC005754.8",0,0,1,1,0,0,0,0,0,1,0.13048800937267,0.553202006009977,0.500071438044523,0.0531305679654539,0,0,2,2,0
"AC005757.7",0,0,1,1,0,0,0,0,0,1,0.109566283539631,0.686867555952006,0.656422024194758,0.0304455317572482,0,0,2,2,0
"AC005775.2",0,0,1,1,0,0,0,0,0,1,0.175802465980895,0.225222231883684,0.213165515934558,0.0120567159491257,0,0,0,0,0
"AC005776.1",0,0,1,1,0,0,0,0,0,1,0.649444864433481,0.303542245880038,0.305573991830126,-0.0020317459500877,2,0,5,7,2
"AC005779.2",0,0,1,1,0,0,0,0,0,1,0.0043279815692839,0.109517485203261,0.0836136413035122,0.025903843899749,0,0,2,2,0
"AC005785.2",0,0,1,1,0,0,0,0,0,1,0.0612885913023817,0.211568564429756,0.202088763422126,0.00947980100763021,0,0,0,0,0
"AC005786.5",0,0,1,1,0,0,0,0,0,1,0.0554326506785124,0.517938422220888,0.496386233814293,0.021552188406595,0,0,0,0,0
"AC005786.7",0,0,1,1,0,0,0,0,0,1,0.0554326506785124,0.517938422220888,0.496386233814293,0.021552188406595,0,0,0,0,0
"AC005789.11",0,0,1,1,0,0,0,0,0,1,0.00948157824108367,0.438975443532576,0.360601271870193,0.0783741716623827,0,0,10,10,0
"AC005841.1",0,0,1,1,0,0,0,0,0,1,0.00888380199840008,0.78843767480458,0.727273806848885,0.061163867955695,0,0,4,4,0
"AC005863.1",0,0,1,1,0,0,0,0,0,1,0.351880844664758,0.876950255279866,0.901811707536083,-0.0248614522562168,0,0,3,3,0
"AC005932.1",0,0,1,1,0,0,0,0,0,1,0.06117849848052,0.453478935922124,0.401744600583398,0.0517343353387263,0,0,10,10,0
"AC005943.5",0,0,1,1,0,0,0,0,0,1,0.48971921362994,0.505345202962228,0.495836826212826,0.00950837674940225,0,0,0,0,0
"AC005944.2",0,0,1,1,0,0,0,0,0,1,0.16193959110463,0.358527365068879,0.341779268270257,0.0167480967986227,0,0,1,1,0
"AC005954.3",0,0,1,1,0,0,0,0,0,1,0.0426398613970228,0.334382019665763,0.315084698266907,0.0192973213988566,0,0,0,0,0
"AC006011.4",0,0,1,1,0,0,0,0,0,1,0.31087700135098,0.923598217703297,0.911051740560673,0.0125464771426238,0,0,0,0,0
"AC006028.11",0,0,1,1,0,0,0,0,0,1,0.44164684934898,0.311981651176382,0.308695785186089,0.00328586599029224,0,0,0,0,0
"AC006035.1",0,0,1,1,0,0,0,0,0,1,0.721923093510781,0.860500035451756,0.872013504105152,-0.0115134686533954,0,1,5,6,1
"AC006042.6",0,0,1,1,0,0,0,0,0,1,0.594557353014462,0.923439093901061,0.918047950335593,0.00539114356546821,0,0,6,6,0
"AC006042.7",0,0,1,1,0,0,0,0,0,1,0.620529156517038,0.0931913193915989,0.0890123794720175,0.0041789399195814,6,2,41,49,8
"AC006070.12",0,0,1,1,0,0,0,0,0,1,0.0224219117685222,0.799914939315768,0.854896112428309,-0.0549811731125405,0,1,3,4,1
"AC006116.1",0,0,1,1,0,0,0,0,0,1,0.000631488516962622,0.246509857711241,0.21820235205286,0.0283075056583809,0,0,2,2,0
"AC006126.4",0,0,1,1,0,0,0,0,0,1,0.364647625578405,0.427274792338485,0.417558977864979,0.00971581447350534,0,0,2,2,0
"AC006129.4",0,0,1,1,0,0,0,0,0,1,0.447773217266485,0.154073402442865,0.199441852604444,-0.0453684501615789,0,0,1,1,0
"AC006150.2",0,0,1,1,0,0,0,0,0,1,0.507371291724476,0.940298440495784,0.932023938794851,0.00827450170093269,0,0,0,0,0
"AC006153.3",0,0,1,1,0,0,0,0,0,1,0.0049085855779156,0.829597276901059,0.884711645501002,-0.0551143685999422,0,0,4,4,0
"AC006159.4",0,0,1,1,0,0,0,0,0,1,0.785166062208363,0.776843438719749,0.786132677336743,-0.00928923861699393,1,2,16,19,3
"AC006159.5",0,0,1,1,0,0,0,0,0,1,0.882034551739036,0.830918058210065,0.826629709882871,0.00428834832719316,0,3,15,18,3
"AC006160.5",0,0,1,1,0,0,0,0,0,1,0.0466791521597993,0.113557616067902,0.109477550494395,0.00408006557350697,0,0,12,12,0
"AC006262.10",0,0,1,1,0,0,0,0,0,1,0.0467539857819536,0.56424996516051,0.642623746044424,-0.0783737808839148,0,1,4,5,1
"AC006322.1",0,0,1,1,0,0,0,0,0,1,0.0410295429671758,0.826211675037801,0.876476962946518,-0.0502652879087171,0,0,4,4,0
"AC006369.2",0,0,1,1,0,0,0,0,0,1,0.770305836911146,0.512009223169305,0.519138442153704,-0.00712921898439933,2,0,5,7,2
"AC006372.1",0,0,1,1,0,0,0,0,0,1,0.502678253569119,0.800463796669795,0.816236196258524,-0.0157723995887288,0,0,3,3,0
"AC006372.6",0,0,1,1,0,0,0,0,0,1,0.227346441137976,0.845110877433555,0.881368391888164,-0.0362575144546091,0,0,0,0,0
"AC006377.1",0,0,1,1,0,0,0,0,0,1,0.0410368219591452,0.737783034145078,0.804541949487793,-0.0667589153427153,0,0,16,16,0
"AC006378.2",0,0,1,1,0,0,0,0,0,1,0.783381435334409,0.919423794901541,0.915791264042461,0.00363253085908022,0,0,0,0,0
"AC006380.1",0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,3,3,0
"AC006435.1",0,0,1,1,0,0,0,0,0,1,0.32858760078627,0.631661170978813,0.620677538264678,0.0109836327141345,0,0,19,19,0
"AC006445.7",0,0,1,1,0,0,0,0,0,1,0.182373037801644,0.031635488288355,0.0280873288632955,0.00354815942505953,0,2,24,26,2
"AC006483.1",0,0,1,1,0,0,0,0,0,1,0.481760248037803,0.256761974914593,0.24969544271996,0.0070665321946326,3,0,13,16,3
"AC006486.1",0,0,1,1,0,0,0,0,0,1,0.0383629680490413,0.200353726490808,0.184098725120416,0.0162550013703925,2,0,25,27,2
"AC006486.9",0,0,1,1,0,0,0,0,0,1,0.789579356344008,0.0584828751356476,0.0579762740817644,0.000506601053883199,1,0,14,15,1
"AC006487.1",0,0,1,1,0,0,0,0,0,1,0.110129910041572,0.508589522146353,0.490544159924441,0.0180453622219127,0,0,3,3,0
"AC006538.1",0,0,1,1,0,0,0,0,0,1,0.046429574790984,0.641608783113952,0.609858547597932,0.0317502355160199,0,0,0,0,0
"AC006538.4",0,0,1,1,0,0,0,0,0,1,0.374461185851636,0.164084089702183,0.1576229392792,0.00646115042298298,0,0,6,6,0
"AC006539.3",0,0,1,1,0,0,0,0,0,1,0.690282281050159,0.27294110134408,0.270565837850041,0.00237526349403916,0,0,0,0,0
"AC006547.8",0,0,1,1,0,0,0,0,0,1,0.490092931298428,0.751329791254559,0.737505311573845,0.0138244796807143,0,0,0,0,0
"AC006557.1",0,0,1,1,0,0,0,0,0,1,0.0243531146808457,0.671998133400195,0.754499328149232,-0.0825011947490369,0,0,0,0,0
"AC006926.1",0,0,1,1,0,0,0,0,0,1,0.0846109210105447,0.474246558586183,0.58323784000909,-0.108991281422906,0,0,0,0,0
"AC006946.15",0,0,1,1,0,0,0,0,0,1,0.00534832834158228,0.201567451378905,0.154481817435682,0.0470856339432231,0,0,5,5,0
"AC006946.17",0,0,1,1,0,0,0,0,0,1,0.467798170201359,0.351934958766074,0.341893447177693,0.0100415115883808,0,0,2,2,0
"AC006960.7",0,0,1,1,0,0,0,0,0,1,0.30044582162132,0.879303158277397,0.887475700039884,-0.00817254176248616,3,0,4,7,3
"AC006988.1",0,0,1,1,0,0,0,0,0,1,0.544180908384603,0.914731572766331,0.924570746380227,-0.00983917361389575,0,0,0,0,0
"AC006994.2",0,0,1,1,0,0,0,0,0,1,0.0665443241738129,0.0512992947263774,0.046786821351588,0.0045124733747894,0,1,15,16,1
"AC006994.3",0,0,1,1,0,0,0,0,0,1,0.0665443241738129,0.0512992947263774,0.046786821351588,0.0045124733747894,0,1,15,16,1
"AC007009.1",0,0,1,1,0,0,0,0,0,1,0.000110205430928557,0.497382874805517,0.384639115217325,0.112743759588192,0,0,7,7,0
"AC007038.7",0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,11,12,1
"AC007040.11",0,0,1,1,0,0,0,0,0,1,0.349612658865221,0.28105600991416,0.270233143739374,0.0108228661747858,0,0,0,0,0
"AC007040.6",0,0,1,1,0,0,0,0,0,1,0.349612658865221,0.28105600991416,0.270233143739374,0.0108228661747858,0,0,0,0,0
"AC007040.7",0,0,1,1,0,0,0,0,0,1,0.284239424769913,0.325270734264423,0.299158159022398,0.0261125752420256,0,0,16,16,0
"AC007040.8",0,0,1,1,0,0,0,0,0,1,0.922237537660765,0.395391498615256,0.391692129516107,0.00369936909914953,0,0,0,0,0
"AC007041.1",0,0,1,1,0,0,0,0,0,1,0.00542839420319379,0.330979646347148,0.300047865368469,0.0309317809786794,0,2,42,44,2
"AC007050.17",0,0,1,1,0,0,0,0,0,1,0.48428011078497,0.754037496993664,0.738055919272917,0.0159815777207465,0,0,1,1,0
"AC007056.1",0,0,1,1,0,0,0,0,0,1,0.353762910112895,0.313419265623299,0.338025963338379,-0.0246066977150798,0,1,0,1,1
"AC007096.1",0,0,1,1,0,0,0,0,0,1,0.175643419372498,0.639992503172683,0.675507211927333,-0.0355147087546508,2,0,5,7,2
"AC007098.1",0,0,1,1,0,0,0,0,0,1,0.712531445689018,0.93667723380596,0.939548011246812,-0.00287077744085129,0,0,0,0,0
"AC007099.2",0,0,1,1,0,0,0,0,0,1,0.167726123950933,0.689704030917435,0.743503120958657,-0.0537990900412219,1,0,19,20,1
"AC007128.1",0,0,1,1,0,0,0,0,0,1,0.000110205430928557,0.497382874805517,0.384639115217325,0.112743759588192,0,0,7,7,0
"AC007131.3",0,0,1,1,0,0,0,0,0,1,0.11014804087155,0.872997479060544,0.892191313196181,-0.0191938341356368,0,0,0,0,0
"AC007163.6",0,0,1,1,0,0,0,0,0,1,0.021070061216167,0.270337562353991,0.249923064409436,0.020414497944555,2,1,19,22,3
"AC007179.2",0,0,1,1,0,0,0,0,0,1,0.208836367251785,0.929644659146418,0.911725186587614,0.0179194725588036,0,0,0,0,0
"AC007182.6",0,0,1,1,0,0,0,0,0,1,0.251300182894231,0.38777368002736,0.372967584988177,0.0148060950391822,0,0,4,4,0
"AC007216.1",0,0,1,1,0,0,0,0,0,1,0.089854545702486,0.355295922794303,0.376503027966303,-0.0212071051720003,1,0,5,6,1
"AC007216.2",0,0,1,1,0,0,0,0,0,1,0.314198886482841,0.5163891436947,0.505681873910552,0.0107072697841486,0,0,1,1,0
"AC007228.11",0,0,1,1,0,0,0,0,0,1,0.0114322524142232,0.308987854578217,0.287844622908,0.0211432316702174,0,0,7,7,0
"AC007229.3",0,0,1,1,0,0,0,0,0,1,0.879917729106896,0.470367341555437,0.469246580582527,0.00112076097291008,0,0,1,1,0
"AC007242.1",0,0,1,1,0,0,0,0,0,1,0.548466021727516,0.889102083908488,0.90218428316473,-0.0130821992562417,3,0,31,34,3
"AC007246.3",0,0,1,1,0,0,0,0,0,1,0.168598084437473,0.137345287052171,0.119171412427086,0.0181738746250856,1,0,25,26,1
"AC007255.8",0,0,1,1,0,0,0,0,0,1,0.0544461467637737,0.131858317091961,0.0872691019887663,0.0445892151031949,1,0,0,1,1
"AC007271.3",0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,27,27,0
"AC007285.6",0,0,1,1,0,0,0,0,0,1,0.00029419132971434,0.455324371405699,0.351907996143084,0.103416375262615,0,0,6,6,0
