"tf","target","mor","likelihood","state","mor_cytoscape"
"PRDM14","TSPAN18",0.742283966288191,1,"activation",0.742283966288191
"PRDM14","TSPAN9",0.475122241510522,1,"activation",0.475122241510522
"PRDM14","TTC7A",0.563389846559526,1,"activation",0.563389846559526
"PRDM14","UNC5A",0.623434044865084,1,"activation",0.623434044865084
"PRDM14","WNT4",-0.143306673995144,1,"inhibition",0.143306673995144
"PRDM14","WNT5B",0.345855040142852,1,"activation",0.345855040142852
"PRDM14","WWC1",0.844882694303528,1,"activation",0.844882694303528
"PRDM14","ZBTB17",-0.821577107235098,1,"inhibition",0.821577107235098
"PRDM14","ZBTB7B",0.142911983989415,1,"activation",0.142911983989415
"PRDM14","ZDHHC14",0.624406005275171,1,"activation",0.624406005275171
